Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_D
A6W0X8,0,8,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6W7L7,9.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48.266,36.838,14.759,2.153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6WDF2,0,35,18,60,10,0,0,0,6,8,0,6,9,1,0,2,0,0,0,0,0,0,0,0,0,0,6,17,12,20,0,0,0,0,0,0
A6WE36,14,41.154,40.044,112.606,3,0,1,5,3,5,0,0,1,0,6,0,0,53,61,47,24,5,0,0,0,0,17.588,0,0,0,29,75,51,35,57,0
A6WW16,0,8,7,6,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6WXV2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,35,8,0,18,0
A6WYD2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6WYH5,136,0,0,0,0,0,8,7,0,45,17,14,21,78,40,10,1,413,312,117,87,73,0,0,0,0,0,2,0,0,13,105,111,62,86,0
A6WYI0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,67,28,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6X0K5,0,7,11,26,0,0,0,0,2,4,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
A6X7E7,85.953,15,4,28,0,0,0,0,1,9,0,0,1,6,3,0,0,328,296.309,95.004,147,45,0,0,0,0,0,0,0,0,1,2,0,0,7,0
A6X8E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
A6X919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6XIG6,0,15,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6XMY9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6YG64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6YG69,0,328,154,393,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
A6ZM04,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,87,32,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6ZMR9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6ZRX0,0,110,92,163,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
A6ZTB4,0,5,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6ZYI0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7AX58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7E2S9,0,15,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
A7E2V1,129,103.691,76,215.741,8.223,0,0,0,0,7,3,2,0,24,3,4,2,511,547,239,52,45,0,0,0,0,36,4,1,16,1,5,1,5,1,0
A7E316,0,7,15,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7E3U5,0,0,0,0,0,0,13,21,2,19,2,4,9,42,62,24,0,0,0,0,0,0,0,0,0,0,0,170,228,204.424,106,182,165,85,219,0
A7EAY2,0,21,22,36,1,0,0,0,0,1,0,0,0,3,4,2,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
A7EJY3,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,194,141,76,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7EKT5,0,12,22,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7EYW0,0,93,60,159,0,0,0,0,65,219,124,182,297,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,6,3,2,0,0,0,1,0
A7F045,7,6,11,30,1,0,6,1,1,13,5,4,4,0,0,0,0,16,16,10,0,2,0,0,0,0,0,0,0,0,15,87,101,30,81,0
A7F1E9,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7F4H5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7G9Q7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7GI10,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,755,276,416,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7GMR0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,23,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7H8A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7HHM9,0,0,0,0,0,0,0,0,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,6,0,9,0
A7HHN3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7HKV8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7HM36,0,94,65,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
A7HM43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7HME4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7HQX9,0,138,101,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
A7HSA5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7HSX5,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A7HZ38,0,127,116.131,190.667,0,0,0,0,3,5,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5.294,111,121,105,2,0,1,0,2,0
A7HZ39,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,788,367,318,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7I2G3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
A7I4T7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,113,27,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7I5P9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,157,83,141,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7INK3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7IQW5,0,0,0,0,0,0,9,13,12,88,53,63,113,81,98,53,1,0,0,0,0,0,0,0,0,0,0,138,190,151,158,266,239,137,264,0
A7KAK1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,9,2,11,0
A7KAK6,0,32,24,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
A7KAU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7KAU3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,11,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7KVC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7L6A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7LXS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7LXS9,12,50,51,122,0,0,0,0,0,0,0,6,2,0,0,0,3,49,54,37,10,4,0,0,0,0,1,0,0,0,0,3,0,0,1,0
A7LXT0,0,4,0,5.666,0,0,1,0,29,178,70,169,249,0,1,6,0,0,0,0,0,0,0,0,0,0,0,11,7,8,2,3,2,1,5,0
A7LXU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7LXU3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.066,19,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7M7B9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MAZ3,0,49,26,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MB16,0,0,0,0,0,0,44,62,2,0,3,0,1,2.007,1,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,892,1303,827,959,749,0
A7MB73,10.288,10,22,17,4,0,2,12,13,44.048,16.047,21,30,1,0,1,0,51.492,62.771,17.001,0,2,0,0,0,0,5,0,3,0,0,0,4,0,0,0
A7MB89,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MBE4,0,61,16,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
A7MBF6,0,61,47,123,3,0,0,3,22,96,32,71,121,5,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
A7MBH5,31,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,22,180,234.899,132,74,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MBI7,18,93,62.015,147,0,0,5,5,3,7,14,5,5,23,4,8,6,65,55,16,15,1,0,0,0,0,43,52,40,49,51,63,29,52,27,0
A7MBJ2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MBP4,70,41,47,99,12,0,0,0,0,0,0,0,0,0,0,0,7,272,217,91,111,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0
A7MBS7,0,95,63,215.213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7ME23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,63,29,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7ME44,0,10,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
A7MFJ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MQN1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,168,63,102,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MXZ9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,53,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7N2P9,0,0,0,0,0,0,0,0,0,0,2,0,0,25,6,4,0,0,0,0,0,0,0,0,0,0,0,35,43,19,0,0,0,0,0,0
A7N307,29,0,0,0,0,0,0,0,1,2,1,11,0,1,2,2,0,234,231,80,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7NS65,0,34,17,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
A7PQS0,82.769,343.505,266.841,1097.168,12.775,0,97.001,153,35,68,89,106.999,127.999,1403.33,772.937,556,0,351.013,312.894,137.346,85.452,21.572,1,0,5,0,23.806,2925,3755,3221.001,890.999,834,248,643,628.001,0
A7PZL3,0,37,70,128,4,0,0,0,0,2,1,1,1,6,7,0,0,5,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,19,7,0
A7QJG1,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,1758,589,851,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RDN6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,112,37,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RFT2,0,39,15,35,0,0,0,0,2,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,2,0
A7RIT9,0,250,207,441,5,0,0,0,0,1,0,1,1,3,13,1,0,0,0,0,0,0,0,0,0,0,106,2,0,1,6,7,4,8,1,0
A7RK30,7,1,5,3,1,0,42,76,63,246.065,135,225,308,214.842,127.982,140,4,53.987,61,32,16,14,0,0,0,0,0,407,463,399,771,952,658,534,735,0
A7RKF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RM45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RPT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RWD2,0,26,18,25,3,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
A7RWP6,0,0,0,0,0,0,8,2,0,2,0,1,2.014,4,12,5,9,0,0,0,0,0,0,0,0,0,0,7,17,20,81,151,196,164,155,0
A7S1H9,0,50,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
A7S2N8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7S338,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7S3I2,0,25,15,24,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
A7S6Y0,0,29,17,21,0,0,9,2,0,0,2,4,2,9,5,6,0,0,0,0,0,0,0,0,0,0,17,6,0,10,51,71,69,44,61,0
A7SD85,0,0,0,0,0,0,0,0,6,11,4,21,35,2,0,4,0,0,0,0,0,0,0,0,0,0,0,79,85,68,0,0,0,0,2,0
A7SDW5,54,51,44,112,2,0,0,1,1,0,0,0,0,733,237,660,6,315,338,143,77,32,0,0,0,0,0,19,29,23,4,2,3,1,4,0
A7SE05,5,2,8,18,0,0,1,0,0,3,9,3,10,17,16,20,0,30,71,23,10,11,0,0,0,0,0,0,1,3,0,0,0,0,6,0
A7SG73,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,128,99,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7SKJ3,0,40,36,71,0,0,0,0,0,0,0,0,0,15,6,7,0,0,0,0,0,0,0,0,0,0,11,0,7,2,1,7,2,0,3,0
A7SL20,0,19,4,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
A7SLC8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7SNN5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,179,60,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7STV9,6,11,6,27,0,0,0,0,40,119,80,149.983,169,0,0,0,0,22,32.734,14.967,3,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0
A7SWH1,45,56,57,157,0,0,0,1,0,0,0,5,1,31,20,10,6,121,212,72,15,37,0,0,0,0,4,1,0,3,12,11,2,7,7,0
A7SXG9,0,3,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7SXK3,0,24,17,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7T167,0,29,26,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
A7T1N0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.068,109.168,35,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7TG13,0,55,35,137,1,0,0,0,0,1,1,0,6,81,21,38,0,0,0,0,0,0,0,0,0,0,10,5,11,2,0,7,0,0,1,0
A7THS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,0,0,0,0,0,0
A7TKR8,0,0,0,0,0,0,0,0,0,4,1,3,2,39,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A7TPV3,0,29,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7TR50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7TSF4,8,21,32,37,4,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7TTT5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7TZT2,0,154,115,274,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
A7UVN1,0,10,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
A7UX13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,68,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7VK00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7WM73,2,20,17,67,0,0,0,0,1,3,2,0,2,8,3,3,1,9,13,12,6,0,0,0,0,0,12,23,49,19,0,1,0,0,0,0
A7XDQ9,170,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,969,823,337,563,58,0,0,0,0,0,1,0,1,0,0,0,4,2,0
A7XRY8,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7XUJ6,0,13,30,108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7YWC4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7YWI9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7YY53,99,59,55,120,0,0,0,0,0,0,0,1,0,6,5,3,26,363,321,127,242,52,0,0,0,0,9,1,1,1,2,5,0,0,1,0
A7Z050,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,167,63,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z061,47,36,25,68,0,0,15,20,0,0,0,1,0,18,1,6,2,150.995,109,51,15,23,0,0,0,0,16,0,0,0,152,275,134,83,201,0
A7Z1S6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
A7Z3F2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,95.631,41,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z4X7,22,18,7,11,0,0,0,0,0,0,1,5,3,4,11,0,0,38,51,14,14,8,0,0,0,0,0,1,0,1,0,4,0,0,5,0
A7Z5Z4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z6W0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z6W2,0,34,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
A7Z975,0,68,63,143,5,0,1,0,0,1,0,0,0,26,9,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
A7ZCH3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8A9H3,0,28,36,149,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
A8ABM5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
A8AIB0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8AJF8,0,13,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
A8AJW9,72.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,313,93,171,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8ALD3,0,8,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
A8ALQ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8APS7,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,318,169,92,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8AQP0,0,16,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8ARD9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,43,9,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8BQB4,0,0,0,0,0,0,0,0,0,3,2,19,2,197,87,92,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,15,15,17,0
A8CDR5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,160,92,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8CEP3,0,70,50,66,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
A8CVX7,4,6,4,30,0,0,0,0,0,0,0,7,2,0,0,0,3,37,55,27,8,4,0,0,0,0,1,10,1,4,0,3,0,0,0,0
A8DS38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.006,109.052,60,57,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8DZH4,3,0,0,0,0,0,2,0,0,17,7,7,1,0,0,0,1,17,33,19,4,3,0,0,0,0,0,2,0,0,9,16,0,0,21,0
A8E4L1,0,12,0,9,0,0,0,0,1,7,0,0,1,15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8E4L3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
A8E534,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,30,0,3,7,1,6,0
A8E657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8EX76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.762,1.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8EXK1,36.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.967,392.05,146.204,133.852,40.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8F3K0,4.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.775,20,14,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8F4F7,0,7.865,8.039,17.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8F8C2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
